表名称,字段,字段解释,字段类型,备注,,,,,,,,,,,,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_FrozenEndDate_int,会员最长有效期,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_autorefresh_give,自动刷新(天)(赠送),,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_autorefresh_money,自动刷新(天)(购买),,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_moneywb,招聘外包(元),,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_moneysx,自动刷新(元),,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,SiteTime,会员期限,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,SiteTimeUnit,会员期限单位,,,,,,,,,,,,,varchar,,,,,,月/天/次
TB_BC_SalesOrder（开通会员套餐）,OpenGiveDateUnit,赠送会员期单位,,,,,,,,,,,,,varchar,,,,,,天/月
TB_BC_SalesOrder（开通会员套餐）,OpenGiveDate,赠送会员期 值,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,IsHasBill,,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,ContractNum,,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,SignBillType,,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,ServiceDeadline,,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,BillNum,,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,BillMoney,,,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,BillDate,,,,,,,,,,,,,,datetime,,,,,,
TB_BC_SalesOrder（开通会员套餐）,BillName,,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_IsSiteTime,,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_SiteTime_int,,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_SiteTime_Unit,,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_IsFrozenEndDate,,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_FrozenEndDate_int,,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_FrozenEndDate_Unit,,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_Isjj_money,,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_jj_money,,,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_Isautorefresh,,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_autorefresh,,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_Iscf_money,,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_cf_money,开通修改 财富卡(购买),,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_Ismsm,,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_msm,开通修改 短信,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_IsOpenGiveDate,,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_OpenGiveDate,是否编辑,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,IsEdit,,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pristine_TotalMoney,,,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_Remarks,,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_GiveDate,,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_YouGu,开通修改 友雇,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_moneyyg,友雇(元),,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_yg_money,友雇(月),,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_GiveJJ,,,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_GiveAutorefresh,开通修改 自动刷新,,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_GiveCF,开通修改 财富卡(赠送),,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_lookres,,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_pushjob,,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,DelayedSel,,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_Time,修改时间,,,,,,,,,,,,,datetime,,,,,,
TB_BC_SalesOrder（开通会员套餐）,DelayedDate,,,,,,,,,,,,,,datetime,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_moneysq,社群招聘(元),,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_moneytt,头条(元),,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_moneyjl,简历包(元),,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_moneyxg,效果包(元),,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_cf_SiteCode,财富卡加到那个站点,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_sq_money,社群招聘(月),,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_tt_money,头条(条),,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_SheQun,,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_TouTiao,,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Finish_Date,,,,,,,,,,,,,,datetime,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Finish_MemberName,,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Finish_MemberID,,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,AcceptOrderState,,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,IsWIE_Autorefresh,,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,ContractImgUrl1,,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,ContractImgUrl2,,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_refund,退款,,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_autorefreshbycount_give,自动刷新(次)(赠送),,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_autorefreshbycount_money,自动刷新(次)(购买),,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_GiveAutorefreshByCount,,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Edit_AutorefreshByCount,,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,ExpireDay,按月会员有效天数,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Agreement,上传承诺书,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,UploadPic,,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_precharge,预充值,,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_precharge_give,预充值-赠送,,,,,,,,,,,,,decimal,,,,,,
TB_BC_ComLoginLog（企业登录）,Id,,,,,,,,,,,,,,int,,,,,,
TB_BC_ComLoginLog（企业登录）,Bc_id,,,,,,,,,,,,,,int,,,,,,
TB_BC_ComLoginLog（企业登录）,YnCompanyId,云南id,,,,,,,,,,,,,int,,,,,,
TB_BC_ComLoginLog（企业登录）,Ent_SN,企业id,,,,,,,,,,,,,int,,,,,,
TB_BC_ComLoginLog（企业登录）,Ip,IP地址,,,,,,,,,,,,,varchar,,,,,,
TB_BC_ComLoginLog（企业登录）,Postdate,登录时间,,,,,,,,,,,,,datetime,,,,,,
TB_BC_ComLoginLog（企业登录）,SiteCode,站点,,,,,,,,,,,,,varchar,,,,,,
TB_BC_ComLoginLog（企业登录）,Type,,,,,,,,,,,,,,int,,,,,,
TB_BC_ComLoginLog（企业登录）,Source,来源,,,,,,,,,,,,,int,,,,,,选择登录入口 = 0，mg后台人员登录 =11，邮件登录 = 12，首页登录=13，专门登录页面=14，35后台人员登录=15，页面内页登录=16，JS请求登录=17，注册后登录=18，Iphone登录=20，安卓登录=21，触屏版登录=31，触屏版注册后自动登录=32，安卓招聘助手登录=41，微信登录=51，冻结激活验证=61，扫码登录验证=71
TB_BC_ComLoginLog（企业登录）,LoginID,登录账号,,,,,,,,,,,,,varchar,,,,,,
TB_BC_ComLoginLog（企业登录）,CurPath,登录地址,,,,,,,,,,,,,varchar,,,,,,
TB_BC_ComLoginLog（企业登录）,IpLocation,地址来源,,,,,,,,,,,,,varchar,,,,,,
TB_BC_DownloadResume（下载简历）,Id,,,,,,,,,,,,,,int,,,,,,
TB_BC_DownloadResume（下载简历）,BC_Id,,,,,,,,,,,,,,int,,,,,,
TB_BC_DownloadResume（下载简历）,Ent_SN,企业id,,,,,,,,,,,,,int,,,,,,
TB_BC_DownloadResume（下载简历）,YnCompanyId,云南企业id,,,,,,,,,,,,,int,,,,,,
TB_BC_DownloadResume（下载简历）,Jw_SN,求职者id,,,,,,,,,,,,,int,,,,,,
TB_BC_DownloadResume（下载简历）,VDate,查看时间,,,,,,,,,,,,,datetime,,,,,,
TB_BC_DownloadResume（下载简历）,Jw_Name,求职者名称,,,,,,,,,,,,,varchar,,,,,,
TB_BC_DownloadResume（下载简历）,Res_SN,简历id,,,,,,,,,,,,,int,,,,,,
TB_BC_AuditJob（职位审核）,Id,,,,,,,,,,,,,,int,,,,,,
TB_BC_AuditJob（职位审核）,Job_sn,职位id,,,,,,,,,,,,,int,,,,,,
TB_BC_AuditJob（职位审核）,Ent_sn,企业id,,,,,,,,,,,,,int,,,,,,
TB_BC_AuditJob（职位审核）,Ent_name,企业名称,,,,,,,,,,,,,varchar,,,,,,
TB_BC_AuditJob（职位审核）,Job_name,职位名称,,,,,,,,,,,,,varchar,,,,,,
TB_BC_AuditJob（职位审核）,Publish_date,发布时间,,,,,,,,,,,,,datetime,,,,,,
TB_BC_AuditJob（职位审核）,Check_date,审核时间,,,,,,,,,,,,,datetime,,,,,,
TB_BC_AuditJob（职位审核）,Ischeck,审核状态,,,,,,,,,,,,,int,,,,,,
TB_BC_AuditJob（职位审核）,Actiontext,操作文本,,,,,,,,,,,,,varchar,,,,,,
TB_BC_AuditJob（职位审核）,Cs_log,客服日志,,,,,,,,,,,,,nvarchar,,,,,,
TB_BC_AuditJob（职位审核）,Cs_id,客服id,,,,,,,,,,,,,varchar,,,,,,
TB_BC_AuditJob（职位审核）,Cs_name,客服名称,,,,,,,,,,,,,varchar,,,,,,
TB_BC_AuditJob（职位审核）,Sitecode,站点,,,,,,,,,,,,,varchar,,,,,,
TB_BC_AuditJob（职位审核）,Member_id,商务id,,,,,,,,,,,,,int,,,,,,
TB_BC_AuditJob（职位审核）,Member_name,商务名称,,,,,,,,,,,,,varchar,,,,,,
TB_BC_AuditJob（职位审核）,Check_user,审核人,,,,,,,,,,,,,varchar,,,,,,
TB_BC_AuditJob（职位审核）,Cause,备注,,,,,,,,,,,,,varchar,,,,,,
TB_BC_AuditJob（简历审核）,Id,,,,,,,,,,,,,,int,,,,,,
TB_BC_AuditJob（简历审核）,Jw_SN,求职者id,,,,,,,,,,,,,int,,,,,,
TB_BC_AuditJob（简历审核）,Res_SN,求职简历id,,,,,,,,,,,,,int,,,,,,
TB_BC_AuditJob（简历审核）,LastAuditTime,审核时间,,,,,,,,,,,,,datetime,,,,,,
TB_BC_AuditJob（简历审核）,SiteCode,站点,,,,,,,,,,,,,varchar,,,,,,
TB_BC_InterviewRec（面试记录）,Id,,,,,,,,,,,,,,int,,,,,,
TB_BC_InterviewRec（面试记录）,Bc_Id,id,,,,,,,,,,,,,int,,,,,,
TB_BC_InterviewRec（面试记录）,Jw_SN,求职者id,,,,,,,,,,,,,int,,,,,,
TB_BC_InterviewRec（面试记录）,Ent_SN,企业id,,,,,,,,,,,,,int,,,,,,
TB_BC_InterviewRec（面试记录）,Job_SN,职位id,,,,,,,,,,,,,int,,,,,,
TB_BC_InterviewRec（面试记录）,PostDate,发送时间,,,,,,,,,,,,,datetime,,,,,,
TB_BC_InterviewRec（面试记录）,IV_Date,面试日期,,,,,,,,,,,,,datetime,,,,,,
TB_BC_InterviewRec（面试记录）,IV_Date_More,面试日期备注,,,,,,,,,,,,,varchar,,,,,,
TB_BC_InterviewRec（面试记录）,IV_Addr,面试地址,,,,,,,,,,,,,varchar,,,,,,
TB_BC_InterviewRec（面试记录）,IV_Mess,附加信息,,,,,,,,,,,,,varchar,,,,,,
TB_BC_InterviewRec（面试记录）,Ent_Name,企业名称,,,,,,,,,,,,,varchar,,,,,,
TB_BC_InterviewRec（面试记录）,Jw_Name,求职者名称,,,,,,,,,,,,,varchar,,,,,,
TB_BC_InterviewRec（面试记录）,Job_Name,职位名称,,,,,,,,,,,,,varchar,,,,,,
TB_BC_InterviewRec（面试记录）,RES_SN,简历id,,,,,,,,,,,,,int,,,,,,
TB_BC_InterviewRec（面试记录）,Applyid,面试记录id,,,,,,,,,,,,,int,,,,,,
TB_BC_InterviewRec（面试记录）,AccountID,子账号id,,,,,,,,,,,,,int,,,,,,
TB_BC_InterviewRec（面试记录）,AccountName,子账号名称,,,,,,,,,,,,,varchar,,,,,,
TB_BC_InterviewRec（面试记录）,InterviewCommentId,面试评价id,,,,,,,,,,,,,int,,,,,,
TB_BC_InterviewRec（面试记录）,Device,设备号,,,,,,,,,,,,,int,,,,,,Web：1 触屏：2 安卓：3 苹果：4 微信：5
TB_BC_InterviewRec（面试记录）,SiteCode,站点,,,,,,,,,,,,,varchar,,,,,,
TB_ResumeAudit_Complaint(简历审核-投诉),Id,,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Complaint(简历审核-投诉),UserId,用户Id,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Complaint(简历审核-投诉),ComplaintContent,投诉内容,varchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Complaint(简历审核-投诉),EmpId,员工Id,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Complaint(简历审核-投诉),EmpName,员工姓名,varchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Complaint(简历审核-投诉),CTime,创建时间,datetime2,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_JobApplyLog(简历审核-职位监控记录),Id,,bigint,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_JobApplyLog(简历审核-职位监控记录),UserId,用户ID,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_JobApplyLog(简历审核-职位监控记录),JobId,职位Id,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_JobApplyLog(简历审核-职位监控记录),UserReionIds,期望地区,nvarchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_JobApplyLog(简历审核-职位监控记录),JobName,职位名称,nvarchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_JobApplyLog(简历审核-职位监控记录),JobCompanyName,公司名称,nvarchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_JobApplyLog(简历审核-职位监控记录),JobRegionIds,职位发布区域,nvarchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_JobApplyLog(简历审核-职位监控记录),JobPosCat,职位类型,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_JobApplyLog(简历审核-职位监控记录),IsCrossArea,是否跨区域,bit,跨区域投递,,,,,,,,,,,,,,,,,
TB_ResumeAudit_JobApplyLog(简历审核-职位监控记录),IsCrossJob,是否跨职位,bit,跨职位,,,,,,,,,,,,,,,,,
TB_ResumeAudit_JobApplyLog(简历审核-职位监控记录),CTime,创建时间,datetime2,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_JobApplyLog(简历审核-职位监控记录),Id,,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_JobApplyLog(简历审核-职位监控记录),UserId,用户Id,bigint,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_JobApplyLog(简历审核-职位监控记录),OperationId,操作人Id,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_JobApplyLog(简历审核-职位监控记录),OperationName,操作人名字,varchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_JobApplyLog(简历审核-职位监控记录),OperationType,操作类型,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_JobApplyLog(简历审核-职位监控记录),OperationDetail,操作详情,varchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_JobApplyLog(简历审核-职位监控记录),OperationContent,内容,varchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_JobApplyLog(简历审核-职位监控记录),CTime,创建时间,datetime2,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_MsgTemp(简历审核-模板消息),Id,,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_MsgTemp(简历审核-模板消息),MsgType,消息类型,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_MsgTemp(简历审核-模板消息),MsgContent,内容,varchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_MsgTemp(简历审核-模板消息),EmpId,员工Id,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_MsgTemp(简历审核-模板消息),EmpName,员工名字,varchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_MsgTemp(简历审核-模板消息),CTime,创建时间,datetime2,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_MsgTemp(简历审核-模板消息),UTime,修改时间,datetime2,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_MsgTemp(简历审核-模板消息),DTime,删除时间,datetime2,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_MsgTemp(简历审核-模板消息),IsDeleted,是否删除,bit,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_MsgTemp(简历审核-模板消息),MsgTitle,消息标题,varchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Person_Extra(简历审核-用户扩展),UserId,用户Id,bigint,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Person_Extra(简历审核-用户扩展),RealUpdateTime,真实更新时间,datetime2,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Person_Extra(简历审核-用户扩展),ScoreUser,评分人,nvarchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Person_Extra(简历审核-用户扩展),ScoreUserId,评分人Id,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Person_Extra(简历审核-用户扩展),ScoreTime,评分时间,datetime2,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Person_Extra(简历审核-用户扩展),IsNeedScore,是否需要评分,bit,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Person_Tags(简历审核-标签),UserId,用户Id,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Person_Tags(简历审核-标签),TagId,标签Id,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Person_Tags(简历审核-标签),CTime,创建时间,datetime2,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Person_Tags(简历审核-标签),OperationerId,操作人,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Person_Tags(简历审核-标签),OperationerName,操作时间,varchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Score(简历审核-评分记录),Id,,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Score(简历审核-评分记录),UserId,用户Id,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Score(简历审核-评分记录),ScoreContent,评分内容,varchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Score(简历审核-评分记录),CTime,创建时间,datetime2,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Score(简历审核-评分记录),EmpId,员工Id,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Score(简历审核-评分记录),EmpName,员工名字,varchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Score(简历审核-评分记录),TagIds,标签,varchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Score(简历审核-评分记录),Score,评分,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendBatch(简历审核-消息批次),Id,,bigint,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendBatch(简历审核-消息批次),SenderEmpId,发送者Id,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendBatch(简历审核-消息批次),SenderEmpName,发送者名字,varchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendBatch(简历审核-消息批次),MsgType,发送类型,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendBatch(简历审核-消息批次),MsgContent,发送内容,varchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendBatch(简历审核-消息批次),MsgCount,消息总数,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendBatch(简历审核-消息批次),SuccessCount,成功次数,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendBatch(简历审核-消息批次),FailCount,失败次数,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendBatch(简历审核-消息批次),State,状态,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendBatch(简历审核-消息批次),CTime,创建时间,datetime2,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendBatch(简历审核-消息批次),STime,发送时间,datetime2,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendBatch(简历审核-消息批次),ETime,结束时间,datetime2,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendBatch(简历审核-消息批次),TempId,模板ID,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendJob(简历审核-发送消息任务),Id,,bigint,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendJob(简历审核-发送消息任务),BatchId,批次Id,bigint,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendJob(简历审核-发送消息任务),SenderEmpId,发送者Id,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendJob(简历审核-发送消息任务),SenderEmpName,发送者姓名,varchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendJob(简历审核-发送消息任务),ReceiverName,接收者名字,varchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendJob(简历审核-发送消息任务),ReceiverNo,接收者地址,varchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendJob(简历审核-发送消息任务),MsgType,消息类型,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendJob(简历审核-发送消息任务),MsgContent,消息内容,varchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendJob(简历审核-发送消息任务),Delay,延迟,bigint,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendJob(简历审核-发送消息任务),State,状态,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendJob(简历审核-发送消息任务),CTime,创建时间,datetime2,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendJob(简历审核-发送消息任务),STime,开始时间,datetime2,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendJob(简历审核-发送消息任务),ETime,结束时间,datetime2,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendJob(简历审核-发送消息任务),ErrorContent,错误信息,varchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_SendJob(简历审核-发送消息任务),UserId,用户Id,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_TagGroup(简历审核-标签组),Id,,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_TagGroup(简历审核-标签组),GroupName,标签组名字,varchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_TagGroup(简历审核-标签组),GroupColor,颜色,varchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_TagGroup(简历审核-标签组),EmpId,员工Id,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_TagGroup(简历审核-标签组),EmpName,员工姓名,varchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_TagGroup(简历审核-标签组),CTime,创建时间,datetime2,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_TagGroup(简历审核-标签组),UTime,修改时间,datetime2,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_TagGroup(简历审核-标签组),IsDefault,是否默认,bit,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_TagGroup(简历审核-标签组),IsDeleted,是否删除,bit,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Tags(简历审核-标签组),Id,,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Tags(简历审核-标签组),TagGroupId,标签组Id,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Tags(简历审核-标签组),TagName,标签姓名,varchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Tags(简历审核-标签组),TagColor,标签颜色,varchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Tags(简历审核-标签组),EmpId,员工Id,int,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Tags(简历审核-标签组),EmpName,员工Name,varchar,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Tags(简历审核-标签组),CTime,创建时间,datetime2,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Tags(简历审核-标签组),UTime,修改时间,datetime2,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Tags(简历审核-标签组),IsDefault,是否默认,bit,,,,,,,,,,,,,,,,,,
TB_ResumeAudit_Tags(简历审核-标签组),IsDeleted,是否删除,bit,,,,,,,,,,,,,,,,,,
TB_Jobfair_Company(招聘会公司),JobfairComId,,int,,,,,,,,,,,,,,,,,,
TB_Jobfair_Company(招聘会公司),UserID,用户Id,int,,,,,,,,,,,,,,,,,,
TB_Jobfair_Company(招聘会公司),AddTime,新增时间,datetime,,,,,,,,,,,,,,,,,,
TB_Jobfair_Company(招聘会公司),ModifyTime,修改时间,datetime,,,,,,,,,,,,,,,,,,
TB_Jobfair_Company(招聘会公司),Logo,logo,varchar,,,,,,,,,,,,,,,,,,
TB_Jobfair_Company(招聘会公司),Pic1,图片1,varchar,,,,,,,,,,,,,,,,,,
TB_Jobfair_Company(招聘会公司),Pic2,图片2,varchar,,,,,,,,,,,,,,,,,,
TB_Jobfair_Company(招聘会公司),Pic3,图片3,varchar,,,,,,,,,,,,,,,,,,
TB_Jobfair_Company(招聘会公司),Pic4,图片4,varchar,,,,,,,,,,,,,,,,,,
