表名称,字段,字段解释,字段类型,备注,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,GetJws,,int,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_msm,短信数量,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Video,,bit,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,VideoEndDate,,datetime,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Face,,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Asslogintime,,datetime,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,AssLogin,,bit,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Noserver,,bit,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Field,,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Blacklist,,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_View,,int,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Status,,bit,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_MobileActive,,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,TrueEmail,,bit,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Pushkey,,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,MobileLogin,,bit,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Mobilelogintime,,datetime,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_JobNeedCheck,是否需要审核,int,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Membertype,会员类型,int,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Logo,企业Logo,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Medals,企业福利标签,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Letters,,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Contact_People2,联系人2,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Contact_Title2,职称2,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Contact_Phone2,联系方式2,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Contact_Mobile2,手机号码2,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Account,,int,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Fairs,,bit,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,BMap_lng,百度经纬度,float,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,BMap_lat,百度经纬度,float,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,TemplateID,个性化模板,int,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,SameCompany,,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ehr_Flag,,bit,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,ErrorEmail,,bit,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Source,来源,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,JobCount,职位数量,int,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Mobile_TemplateID,手机个性模板,int,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,IsLockContact,锁定联系方式,bit,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,LastActTime,,datetime,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,LastFreezeTime,,datetime,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,LastVisitTime,,datetime,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,JobNum,剩余可发布职位数,int,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Phone_Ent_SpecialUrl,,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,IsOpenHx,,bit,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Fast,,int,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,IsYuyue,,int,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,WellknownIsLimit,,bit,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,WellknownLimitDate,,datetime,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,FrozenEndDate,会员有效期（含冻结）,datetime,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,IsOpenPayEmail,,bit,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,ResViewRate,,int,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,EveryDay_LookResCount,,int,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,PayEmail_Power,,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Community_Mouth,,int,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Headlines,,int,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Community_BeginDate,,datetime,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Vip_LastTime,,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Sign,,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,RegSource,,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,LoginSource,登录来源,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,LoginLat,,float,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,LoginLng,,float,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,PcLastLogintime,PC最后登录时间,datetime,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,AndroidLastLogintime,安卓最后登录时间,datetime,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,IosLastLogintime,IOS最后登录时间,datetime,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Label,标签,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,ModifyTime,修改时间,datetime,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,CityCode,城市编号,int,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Emp_Num,员工人数,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Fund,注册资金,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Reg_Num,营业执照号码,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Found_Date,成立日期,datetime,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,EntPic,营业执照,nvarchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Contact_Homepage,首页,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_intro,公司简介,nvarchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Busway,公交线路,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Tag,企业顶部标签,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Ent_Slogan,一句话介绍,varchar,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,Precharge,预充值剩余金额,float,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,OnlyShowAtOpenSite,只在开通站点上显示,bit,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,refedCount,已刷新数,int,,,,,,,,,,,,,,,,,,
TB_BC_EntInfo（企业信息）,totalCount,总刷新数,int,,,,,,,,,,,,,,,,,,
TB_BC_JobOffer（职位信息）,Id,,,,,,,,,,,,,,no,,,,,,
TB_BC_JobOffer（职位信息）,YnCompanyId,云南企业id,,,,,,,,,,,,,no,,,,,,
TB_BC_JobOffer（职位信息）,YnJobId,云南职位id,,,,,,,,,,,,,no,,,,,,
TB_BC_JobOffer（职位信息）,JobSn,职位id,,,,,,,,,,,,,no,,,,,,
TB_BC_JobOffer（职位信息）,JobName,职位名称,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,Job_Publish_Date,发布时间,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,Job_People_Count,招聘人数,,,,,,,,,,,,,no,,,,,,枚举 类型8
TB_BC_JobOffer（职位信息）,JobWorkplace,工作地点,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,JobRequirement,职位要求,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,JobContactAddress,联系地址,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,JobContactPeople,职位联系人,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,JobContactPhone,职位联系电话,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,Job_Contact_Fax,传真机,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,JobContactEmail,联系邮箱,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,JobExpire,职位有效期,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,EntSn,企业id,,,,,,,,,,,,,no,,,,,,
TB_BC_JobOffer（职位信息）,JobType,职位类型,,,,,,,,,,,,,no,,,,,,
TB_BC_JobOffer（职位信息）,JobMoney,薪资类型,,,,,,,,,,,,,no,,,,,,类型
TB_BC_JobOffer（职位信息）,JobLearnLimited,学历要求,,,,,,,,,,,,,no,,,,,,类型9
TB_BC_JobOffer（职位信息）,JobSex,性别要求,,,,,,,,,,,,,no,,,,,,0不限 1男 2女
TB_BC_JobOffer（职位信息）,JobProvideHouse,住宿情况,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,JobKind,职位性质,,,,,,,,,,,,,no,,,,,,全职/兼职/SOHO/实习
TB_BC_JobOffer（职位信息）,JobAgeLowest,最低年龄,,,,,,,,,,,,,no,,,,,,
TB_BC_JobOffer（职位信息）,JobAgeHighest,最高年龄,,,,,,,,,,,,,no,,,,,,
TB_BC_JobOffer（职位信息）,JobExprYears,经验要求,,,,,,,,,,,,,no,,,,,,类型10
TB_BC_JobOffer（职位信息）,DeptName,部门,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,JobReadCount,职位浏览数,,,,,,,,,,,,,no,,,,,,
TB_BC_JobOffer（职位信息）,JobIsActive,,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,JobOrder,排序,,,,,,,,,,,,,no,,,,,,
TB_BC_JobOffer（职位信息）,JobWorkplaceCode,,,,,,,,,,,,,,no,,,,,,
TB_BC_JobOffer（职位信息）,AddTime,新增时间,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,LoseLog,,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,IsDel,是否删除,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,DelTime,删除时间,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,JobKeyword,推荐,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,Resumepipei,,,,,,,,,,,,,,no,,,,,,
TB_BC_JobOffer（职位信息）,JobSendMail,,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,JobHot,是否急聘,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,Busway,公交路线,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,IsChecked,审核状态,,,,,,,,,,,,,no,,,,,,"0:待审核 ,1:通过;2:不通过"
TB_BC_JobOffer（职位信息）,Letters,,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,Discuss,用于全职，是否面议,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,ActivatioTime,,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,Job_Medals,,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,SalaryHigh,最高薪资,,,,,,,,,,,,,no,,,,,,
TB_BC_JobOffer（职位信息）,SalaryLow,最低薪资,,,,,,,,,,,,,no,,,,,,
TB_BC_JobOffer（职位信息）,IsJobFair,是否招聘会职位,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,JobCategory,,,,,,,,,,,,,,no,,,,,,
TB_BC_JobOffer（职位信息）,JobFairSalary,,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,SpUrl,,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,SpMobileUrl,,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,EntAccountId,,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,IsAutoInvite,,,,,,,,,,,,,,no,,,,,,     
TB_BC_JobOffer（职位信息）,ModifyTime,,,,,,,,,,,,,,no,,,,,,     
TB_BC_InvitePerson（企业邀请求职者）,Id,,,,,,,,,,,,,,int,,,,,,
TB_BC_InvitePerson（企业邀请求职者）,YnCompanyId,云南企业id,,,,,,,,,,,,,int,,,,,,
TB_BC_InvitePerson（企业邀请求职者）,YnJwId,云南求职者id,,,,,,,,,,,,,int,,,,,,
TB_BC_InvitePerson（企业邀请求职者）,BC_Id,id,,,,,,,,,,,,,int,,,,,,
TB_BC_InvitePerson（企业邀请求职者）,Jw_SN,求职者id,,,,,,,,,,,,,int,,,,,,
TB_BC_InvitePerson（企业邀请求职者）,Ent_SN,企业id,,,,,,,,,,,,,int,,,,,,
TB_BC_InvitePerson（企业邀请求职者）,Job_SN,职位id,,,,,,,,,,,,,int,,,,,,
TB_BC_InvitePerson（企业邀请求职者）,Send_Date,邀请时间,,,,,,,,,,,,,datetime,,,,,,
TB_BC_InvitePerson（企业邀请求职者）,IsRead,是否已读,,,,,,,,,,,,,tinyint,,,,,,
TB_BC_InvitePerson（企业邀请求职者）,Jw_Del,删除状态（求职显示）,,,,,,,,,,,,,bit,,,,,,求职显示
TB_BC_InvitePerson（企业邀请求职者）,Ent_Del,删除状态（企业显示）,,,,,,,,,,,,,bit,,,,,,企业显示
TB_BC_InvitePerson（企业邀请求职者）,Ent_Name,企业名称,,,,,,,,,,,,,varchar,,,,,,
TB_BC_InvitePerson（企业邀请求职者）,Jw_Name,求职者名称,,,,,,,,,,,,,varchar,,,,,,
TB_BC_InvitePerson（企业邀请求职者）,Job_Name,职位名称,,,,,,,,,,,,,varchar,,,,,,
TB_BC_InvitePerson（企业邀请求职者）,Job_Expire,职位有效期,,,,,,,,,,,,,datetime,,,,,,
TB_BC_InvitePerson（企业邀请求职者）,Msm,是否发送短信,,,,,,,,,,,,,bit,,,,,,
TB_BC_InvitePerson（企业邀请求职者）,RES_SN,简历id,,,,,,,,,,,,,int,,,,,,
TB_BC_InvitePerson（企业邀请求职者）,AccountID,子账号id,,,,,,,,,,,,,int,,,,,,
TB_BC_InvitePerson（企业邀请求职者）,AccountName,子账号名称,,,,,,,,,,,,,varchar,,,,,,
TB_BC_InvitePerson（企业邀请求职者）,Device,设备号,,,,,,,,,,,,,int,,,,,,Web：1 触屏：2 安卓：3 苹果：4 微信：5
TB_BC_SalesOrder（开通会员套餐）,Id,id,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,YnCompanyId,,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,BC_ID,,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Ent_SN,企业编号,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Ent_Name,企业名,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Ent_SiteCode,企业站点,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,IsDel,是否删除,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Add_date,新增日期,,,,,,,,,,,,,datetime,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_date,收费日期,,,,,,,,,,,,,datetime,,,,,,
TB_BC_SalesOrder（开通会员套餐）,元,签单总额（）,,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_moneywl,网络招聘金额,,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_moneyxc,现场招聘金额,,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_moneygg,广告金额,,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_moneygx,个性页面收费,,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_moneycf,财富充值,,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_moneyjj,竞价金额,,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_moneydx,短信金额,,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_moneyth,套红金额,,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_moneydk,点卡金额,,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_moneypx,学习培训,,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_moneyjc,学习教材,,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_moneydl,代理费用,,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_moneyqt,其他金额,,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_moneycose,促销成本,,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_IsNew,是否开票,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_IsOldType,续费类型,,,,,,,,,,,,,smallint,,,,,,1:过期续费，2：本月续费，3：提前续费
TB_BC_SalesOrder（开通会员套餐）,Pro_IsTax,是否开票,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_BankName,收款方式,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Pro_BankCode,收款方式编号,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,SalesAreaName,所属地区,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,SalesAreaCode,所属地区编号,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,SalesMemberID,商务id,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,SalesMemberName,商务名称,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,SalesDeptID,商务部门id,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,SalesDeptName,商务部门名称,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,SalesSiteCode,提单商务站点,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,IsTwoSales,是否合单,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,TSalesMemberID,合单商务id,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,TSalesMemberName,合单商务部门名称,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,TSalesDeptID,,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,TSalesDeptName,,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,TSalesSiteCode,合单商务站点,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,TSalesPercent,合单人员占销售额(百分之五十),,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,CSMemberID,客服id,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,CSMemberName,客服名称,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,IsSpecial,是否特批,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Special_Txt,特批理由,,,,,,,,,,,,,nvarchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Special_State,特批状态,,,,,,,,,,,,,smallint,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Special_Date,特批日期,,,,,,,,,,,,,datetime,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Special_MemberID,特批操作人员id,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Special_MemberName,特批操作人员名称,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,SpecialLittleOrder_State,,,,,,,,,,,,,,smallint,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Finance_State,财务状态,,,,,,,,,,,,,smallint,,,,,,0:待审核，1：已收款，2：未收款
TB_BC_SalesOrder（开通会员套餐）,Finance_Date,财务操作日期,,,,,,,,,,,,,datetime,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Finance_SyncState,财务同步状态,,,,,,,,,,,,,smallint,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Finance_SyncTxt,,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Finance_MemberID,财务操作人员id,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Finance_MemberName,财务操作人员名称,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Finance_DeptID,财务操作人员部门id,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Finance_DeptName,财务操作人员部门,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Finance_SyncDate,财务同步日期,,,,,,,,,,,,,datetime,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_State,开通状态,,,,,,,,,,,,,smallint,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_Date,开通日期,,,,,,,,,,,,,datetime,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_MemberID,开通人员id,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_MemberName,开通人员名称,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_msm,开通短信数量,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_jj_give,竞价（赠送）,,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_cf_give,财富卡(赠送),,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_lookres,查看简历(次),,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_pushjob,发布职位(个),,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_frozen,冻结次数(次),,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_adb3,B3行业广告(月),,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_zk,招聘专刊(期),,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_gxhym_web,电脑个性化页面,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_gxhym_web_url,电脑个性化页面链接,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_gxhmb_web,电脑个性化模板,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_gxhym_mobile,手机个性化页面,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_gxhym_mobile_url,手机个性化页面链接,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_gxhmb_mobile,手机个性化模板,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_thxs,套红显示,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_thxs_date,套红显示日期,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_give_date,赠送会员期,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_cf_money,财富卡(购买),,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,BegTxt,备注,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,IsSpecialLittleOrder,,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_IsClearMem,是否覆盖会员服务,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_IsOpenFirst,,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Ent_Name_Change,新企业名字,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Ent_Name_IsChange,企业改名,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_IsClearMem_MemData,是否覆盖会员期,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_IsClearMem_MsmCount,是否覆盖短信数量,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_IsClearMem_JJ,是否覆盖竞价金额,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_IsClearMem_CF,是否覆盖财富卡,,,,,,,,,,,,,bit,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_jj_money,竞价(购买),,,,,,,,,,,,,decimal,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Del_MemberID,删除操作人员id,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Del_MemberName,删除操作人员名称,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Check_State,复核状态,,,,,,,,,,,,,smallint,,,,,,0:待复核，1:已复核
TB_BC_SalesOrder（开通会员套餐）,Check_Date,复核日期,,,,,,,,,,,,,datetime,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Check_MemberID,复核人员id,,,,,,,,,,,,,int,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Check_MemberName,复合人员名称,,,,,,,,,,,,,varchar,,,,,,
TB_BC_SalesOrder（开通会员套餐）,Open_LogID,,,,,,,,,,,,,,int,,,,,,
